index,BAL,TBR,BOS,NYY,TOR,MIN,DET,CHW,KCR,CLE,LAA,OAK,TEX,HOU,SEA,LAD,SFG,ARI,COL,SDP,MIL,STL,CHC,CIN,PIT,NYM,WSN,ATL,PHI,MIA
1,4.5,5.1,3.7,4,3.5,4.1,4.9,3.7,3.9,3.3,4.9,5.2,4.3,3.9,4.7,3.1,3.1,5,4.8,2.7,3.1,5.1,4.1,4.1,4.6,4.1,4.9,4.4,3.9,4.1
2,4.5,5.3,3.7,4.1,3.5,4.1,5.2,3.6,3.5,3.3,4.9,4.7,3.8,4.3,4.3,2.6,2.5,4.9,4.6,3,3.1,4.8,4.6,3.7,4.9,4,4.7,5.1,3.8,4.5
3,4.5,5.1,3.8,3.9,3.3,4.2,5.3,3.1,4.2,3.5,4.5,4.2,3.1,4.4,4,2.5,2.3,4.7,4,3,3.1,4.5,4.6,3.7,4.9,3.7,4.2,5.1,3.9,4.1
4,4.6,4.4,3.3,4,3.5,4.9,4.9,3.5,4.3,3.7,4.9,3.6,3.1,4.7,4.2,2.5,2.5,4.5,3.7,3.1,2.5,3.9,4.7,4.1,4.7,3.7,4.5,5.1,4.5,4.1
5,4.3,4.1,3.3,4.2,3.6,4.5,4,3.4,4.4,3.8,4.9,3,3.1,4.7,3.9,2.3,2.8,4.8,3.7,3.1,2.3,3.9,4.7,4.9,4.7,3.5,4.5,4.8,4.7,3.9
6,4.1,4.3,3.4,4.3,3.3,4.7,4.1,3.9,4.2,3.8,5.6,3.1,3.1,4.5,3.4,2.3,2.6,5,3.3,3.3,3.3,4.1,4.5,5.1,3.9,3.5,4.1,4.7,4.5,3.8
7,4.3,4.1,3.7,4.1,3.5,4.9,4.3,3.7,3.8,3.9,5.5,2.9,3.7,4.5,3.5,2.7,2.7,4.8,3.7,3.5,3.4,4.1,4.5,5,3.3,3.2,4.5,5,4.7,3.7
8,3.9,3.9,3.9,3.9,3.1,5.1,4.1,3.4,3.7,3.9,5.4,2.8,3.6,4.7,3,2.7,2.9,4.3,3.7,3.5,3.2,4.1,4.8,5,3.2,3.1,4.5,5.4,4.9,3.6
9,3.7,4,4.1,3.9,2.9,5.3,3.7,3.7,3.2,4.1,5.7,2.9,3.7,4.4,3.1,3.2,2.9,3.9,4.3,3.5,3.4,3.7,4.8,4.7,3.2,3.4,3.7,5.6,4.7,3.9
10,3.1,3.6,3.7,3.7,3.4,4.9,3.5,3.5,3.5,4.5,4.9,2.9,4.1,3.9,3.1,3.2,2.9,3.8,4.3,3.6,3.5,3.2,4.7,4.5,3.2,3.8,3.8,5.1,4.6,3.5
11,3.3,3.8,3.7,3.6,3.5,4.7,3.5,3.3,4,4.7,5.2,2.9,4.1,3.9,3,3.6,3.2,4.6,4.5,4.1,3.7,3.2,4.9,5.1,3.4,4,3.1,4.8,4.5,3.6
12,3.1,3.3,3.5,3.4,3.7,5.3,3.6,3.5,3.9,4.6,5.3,2.7,4.2,3.4,3,3.6,3,4.2,4.4,4.3,3.5,3.2,5,5,3.6,3.8,3.5,4.5,4.5,3.2
13,2.9,3.1,3.7,3.1,3.5,5.1,4.1,3.7,4.4,4.5,5.1,2.5,4.2,3.1,2.9,3.6,3.2,3.9,4.6,3.9,3.6,3,5.1,5,4.3,3.9,3.7,4.9,4.3,3
14,3.1,3.3,3.5,2.8,3.4,5.2,4.2,3.8,4.8,4.2,5.3,2.5,4.3,2.8,3.1,3.5,3.3,4.4,4.5,3.7,3.5,2.7,4.9,5.6,4,3.7,3.6,4.9,4.5,3
15,3.4,3.4,3.8,2.4,3.6,4.9,4.4,3.3,5.3,4.2,5.5,3,4.4,3.1,3.4,3.5,2.9,4.6,4.8,3.7,4.5,2.5,5.5,6.1,4.1,2.9,3.1,5.3,4.4,3.1
16,3.5,3.5,3.9,2.3,3.7,4.7,4.1,3.3,5.3,4.3,5.5,3.3,4.2,3.1,3.3,3.7,3.2,4.8,5.5,3.4,4.4,2.7,4.7,5.7,3.7,2.8,3.2,4.5,4.6,2.9
17,3.8,3.5,4.1,2.5,3.8,4.9,4.6,3.2,4.7,3.7,5.6,3.5,4.6,3.1,3.5,3.9,3.7,5.2,5.7,3.3,4.7,2.4,4.8,5.3,3.6,2.9,3.4,4.4,4.8,2.9
18,3.5,3.7,4.2,2.7,4.2,4.2,4.7,2.5,4.3,3.5,5.2,3.5,4.5,3,3.5,3.9,3.7,5.1,5.9,3.3,5.1,2.7,4.9,5.4,3.7,2.6,3.4,4.3,4.4,2.5
19,3.7,3.3,4.7,3.2,4.3,4.7,5.4,2.4,4.8,3.3,5.8,4.1,4.2,3.1,3.8,4.3,3.5,5.1,6.1,3.2,5.1,2.9,4.8,4.5,3.5,2.7,3.7,5.1,4.1,2.5
20,4.2,2.9,4.4,3.2,4.5,4.9,5.6,2.1,5.3,3.3,4.8,4,4.1,3.4,3.9,4.7,3.6,4.7,6.4,3.1,4.5,2.6,4.8,4.7,3.7,2.7,3.5,5.3,3.9,2.7
21,4,2.7,4.3,3.3,4.4,5.3,5.4,2.6,5.9,3.2,4.9,4,3.9,3.5,4.1,5,4.1,4.6,6.1,3.3,4.4,3.1,4.9,4.6,4.5,3.5,3,5,4.1,2.5
22,4,2.9,4.2,2.9,4.5,5.3,5.7,2.5,6,3.1,5,4.1,4.3,3.6,4.6,4.9,3.9,4.7,6.5,3.3,4.5,3,4.7,5.1,4.5,3.8,3.6,4.9,3.7,2.7
23,4.1,3,3.9,2.6,4.4,5.2,5.6,2.5,6.1,3.3,5.2,3.8,3.9,3.5,4.7,4.6,3.8,4.9,6,3.3,4.3,2.9,4.3,5.5,4.7,3.6,3.5,4.7,3.7,3.2
24,4.2,3.1,3.9,3.1,4.2,5.3,5.6,2.5,5.9,3.1,5.3,3.9,3.5,3.6,4.8,4.3,3.9,5.1,5.8,3.1,4.1,3.1,4.1,5.5,4.9,3.3,3.9,5.2,3.5,3.3
25,4.1,2.9,4.1,3.4,3.9,5.7,5.7,2.9,5.5,3.1,5.4,3.7,3.7,3.5,4.9,4.3,3.6,4.6,5.9,2.9,3.9,2.7,4.1,5.4,4.4,3.3,4.2,5.4,3.7,3.1
26,4.4,3,4.2,3.3,4.1,6.1,6.1,2.7,5.3,3.1,5.4,4.1,3.7,3.7,4.7,4.3,3.9,5.5,5.9,2.8,4.2,2.9,3.9,5.4,4.3,3.3,4,4.9,3.5,3.5
27,4.7,2.9,4.1,3.9,3.9,6.1,5.7,2.8,4.7,3.5,5.5,4,4.3,3.9,4.9,4.4,3.8,5.7,5.9,2.8,4.5,3.5,3.6,5.5,3.8,3.4,4,4.7,3.7,3.9
28,5.3,2.7,4.1,4,4.1,5.9,5.1,2.8,4.2,3.2,5.5,4.1,4.3,3.9,4.7,4.3,3.6,4.9,5.9,2.9,4.7,3.5,3.7,4.9,3.9,3.7,3.9,4.5,4,3.5
29,5.4,2.5,3.9,4.3,4.3,5.9,4.7,2.9,4,3.7,5.1,4,4.3,4,4.3,3.9,3.7,4.9,5.9,2.7,3.8,3.7,3.1,5.6,4.3,3.6,4.3,4.3,3.7,3.9
30,5.9,2.7,4.1,4.1,4.7,5.9,4.7,2.9,4.1,3.6,5,4,4.2,3.6,4.7,3.8,3.4,4.9,5.2,2.3,3.9,3.7,3.1,5.9,4.5,3.5,4.3,4.5,3.7,3.7
