index,BAL,TBR,BOS,NYY,TOR,MIN,DET,CHW,KCR,CLE,LAA,OAK,TEX,HOU,SEA,LAD,SFG,ARI,COL,SDP,MIL,STL,CHC,CIN,PIT,NYM,WSN,ATL,PHI,MIA
86.0,5.3,3.4,4.3,3.3,3.3,3.9,4.0,3.3,4.5,4.3,3.5,2.7,5.9,3.5,4.4,4.3,3.3,5.7,4.1,4.8,2.9,3.8,5.1,5.3,5.7,4.3,6.5,3.3,4.9,5.0
87.0,5.1,3.5,4.3,3.1,3.3,4.1,3.9,3.5,4.3,4.6,4.1,2.9,5.8,3.2,3.8,4.2,3.2,5.5,4.2,4.9,2.8,4.0,4.1,5.6,5.4,4.7,6.1,3.1,4.5,4.7
88.0,4.7,3.8,4.3,4.0,3.2,4.3,4.1,3.7,3.9,4.9,4.1,2.6,5.7,3.7,4.0,3.7,3.5,5.7,4.0,4.5,2.5,3.8,4.3,5.5,5.0,4.6,5.9,3.2,4.6,4.5
89.0,4.4,3.9,4.2,4.1,3.1,4.4,4.2,3.7,4.1,4.7,4.2,2.8,5.8,4.0,4.5,3.8,3.3,5.7,4.3,4.5,2.7,3.9,4.2,5.7,5.7,4.6,5.9,3.3,4.9,4.4
90.0,4.1,3.8,3.9,3.7,3.5,4.9,4.3,3.7,3.5,4.7,4.3,3.0,5.9,4.0,5.1,3.5,3.8,5.3,4.3,4.1,2.5,3.3,4.4,5.7,5.4,4.7,5.9,2.9,5.2,4.6
91.0,3.9,3.8,4.1,3.5,3.6,5.2,4.6,3.5,3.7,5.1,3.9,2.8,5.9,4.3,5.4,3.7,4.1,5.5,4.5,3.8,2.7,3.9,4.5,5.8,5.2,4.4,4.7,2.7,4.9,4.5
92.0,3.7,3.7,4.2,3.9,3.1,4.9,3.9,4.2,3.6,5.3,4.1,2.5,5.4,4.4,5.3,3.9,4.1,4.5,4.7,4.3,3.0,3.6,4.7,5.4,6.1,4.5,4.4,3.3,5.1,4.5
93.0,4.5,3.3,4.8,3.9,2.7,4.9,4.2,4.3,3.3,4.9,3.9,2.5,5.1,4.7,5.2,3.8,4.5,4.9,4.5,4.1,2.9,3.9,4.7,5.0,6.1,4.1,4.4,2.9,5.1,4.7
94.0,5.1,3.5,4.8,3.8,2.7,5.1,4.3,4.1,3.3,4.7,3.9,2.5,5.2,4.0,4.7,3.7,4.5,5.3,4.3,4.5,2.6,4.3,4.7,4.9,5.9,4.2,4.7,2.9,5.0,4.6
95.0,5.2,3.3,4.5,3.7,2.5,5.2,4.4,4.5,3.4,4.5,3.5,2.8,4.4,4.2,4.6,3.5,4.1,5.1,4.2,4.3,2.9,4.7,5.1,4.3,5.9,4.4,5.1,2.8,4.9,4.4
96.0,5.7,3.3,4.3,3.5,2.3,4.8,4.5,4.4,3.5,4.2,3.4,2.8,4.5,4.3,4.6,3.3,4.2,5.3,4.1,4.1,3.0,4.3,4.8,4.3,5.7,4.7,5.3,2.7,4.9,3.5
97.0,6.2,3.5,4.5,3.3,2.5,4.9,4.7,4.3,3.3,3.9,3.3,2.8,4.5,4.5,4.5,3.2,4.1,5.5,4.1,3.7,2.7,4.3,5.0,3.9,5.9,4.3,5.5,2.8,4.9,3.3
98.0,6.6,3.4,5.1,3.3,2.9,5.0,4.7,3.9,3.8,4.0,3.5,3.0,4.8,4.1,4.5,3.1,4.1,5.5,3.9,3.9,2.9,4.6,5.3,3.7,6.4,4.3,5.3,2.7,4.1,4.1
99.0,6.7,3.5,5.0,3.3,2.6,5.1,4.7,3.7,3.9,4.1,3.9,3.1,4.7,4.4,4.6,2.9,3.7,5.6,4.4,4.3,3.2,4.3,5.4,3.7,6.5,4.4,5.3,2.7,4.1,4.4
100.0,6.6,3.6,4.8,3.7,2.7,5.7,4.5,3.7,3.9,5.1,4.0,3.1,4.7,4.3,4.3,2.3,4.1,5.2,4.5,4.1,3.3,3.9,5.5,3.6,6.3,4.9,5.4,2.9,4.1,4.9
101.0,6.7,4.7,5.1,3.7,2.8,5.5,4.3,3.7,4.1,5.0,3.5,2.9,4.7,4.3,4.5,2.5,4.2,5.5,4.5,3.9,3.3,3.9,5.7,3.4,6.0,4.1,5.4,3.0,4.2,5.3
102.0,7.3,4.5,5.4,3.4,3.0,5.1,4.2,3.5,4.7,4.7,3.7,2.7,4.6,3.7,4.0,2.5,3.7,5.7,4.7,4.0,3.3,3.8,5.8,3.7,6.0,4.3,5.7,3.3,4.1,5.5
103.0,7.5,4.6,5.7,3.7,3.5,5.4,3.9,3.9,4.8,4.5,3.6,2.7,4.8,3.4,3.5,2.7,3.9,5.5,4.5,4.1,3.3,3.6,6.0,3.7,5.5,4.3,5.2,3.8,3.9,5.3
104.0,8.0,5.4,6.1,3.7,3.4,4.3,3.9,4.0,4.9,4.7,3.7,2.7,4.7,3.3,2.9,2.7,3.6,5.5,4.4,4.0,4.3,3.7,6.6,3.5,5.9,4.1,5.8,3.8,3.5,5.5
105.0,8.3,5.5,5.3,3.7,4.1,4.2,3.4,4.1,4.7,4.3,4.3,3.1,4.7,3.4,2.8,2.7,3.3,5.2,4.5,4.5,3.9,3.3,7.1,3.8,5.9,4.7,5.8,3.7,3.8,5.5
106.0,8.7,5.3,5.0,3.5,4.2,4.4,3.5,3.4,4.3,4.3,3.8,3.5,4.7,3.1,3.0,2.3,3.5,5.2,4.6,4.1,3.5,3.5,7.1,3.7,5.0,4.7,5.9,3.5,3.7,5.3
107.0,8.3,5.2,4.5,3.4,4.5,4.1,4.0,3.3,4.7,4.2,3.7,4.0,4.9,2.9,2.8,2.3,3.1,4.5,4.3,4.5,3.4,3.3,7.2,4.0,4.9,4.5,5.7,3.5,3.7,5.9
108.0,7.9,4.9,4.7,3.3,4.2,4.3,4.2,3.4,4.7,4.2,3.6,4.0,4.7,3.1,2.7,2.3,3.3,3.9,4.2,4.1,3.5,3.1,7.7,3.7,5.1,4.3,5.5,3.4,3.8,5.9
109.0,7.5,4.8,4.5,3.5,4.5,4.3,4.3,3.1,4.5,4.1,3.6,3.7,5.0,2.9,3.1,2.2,3.5,3.9,4.3,4.1,3.5,2.9,6.9,3.8,4.9,4.4,5.5,3.9,3.7,6.3
110.0,6.9,5.1,4.8,3.5,4.5,4.8,5.0,3.3,4.3,4.2,4.3,3.5,4.7,2.6,3.7,2.0,3.5,4.1,4.1,4.5,3.7,2.8,6.9,3.6,4.7,4.3,5.5,3.7,3.5,6.4
111.0,7.3,4.9,4.3,3.3,4.3,5.0,4.8,3.4,4.0,4.1,4.7,3.9,5.0,2.7,4.3,1.9,3.5,4.1,4.5,4.9,4.0,2.9,6.9,3.8,4.2,4.3,5.0,3.7,3.7,6.6
112.0,7.1,4.7,4.1,3.2,3.9,5.5,4.9,4.0,3.7,4.3,4.7,3.8,4.4,3.1,4.3,2.2,3.1,4.0,4.6,4.9,3.6,2.7,6.6,3.9,3.8,4.1,5.1,3.5,3.7,6.1
113.0,6.8,4.4,4.3,3.1,4.6,5.5,4.7,3.9,3.9,4.1,4.3,3.9,4.5,2.7,4.2,2.2,2.9,4.0,4.4,4.5,3.5,3.3,6.9,3.8,3.7,4.5,5.3,3.6,4.1,5.9
114.0,6.8,4.4,4.9,2.9,4.6,5.6,4.9,4.0,3.8,3.3,4.7,4.1,4.9,3.0,4.3,2.4,2.6,4.1,4.7,4.9,3.5,3.5,6.6,3.7,3.8,4.2,4.8,3.7,4.3,5.3
115.0,6.5,3.3,4.9,2.9,4.3,5.4,4.6,3.9,3.9,3.4,5.1,4.3,5.1,3.2,4.3,2.3,2.9,3.7,4.5,5.2,3.6,3.1,6.5,3.7,4.0,4.3,4.9,3.9,4.2,5.0
116.0,6.3,3.4,4.5,2.5,4.2,5.7,4.4,4.3,3.4,3.1,5.3,4.9,5.2,3.3,4.8,2.4,2.9,3.7,4.4,5.3,3.7,3.4,6.9,3.3,3.8,4.2,5.1,3.8,4.1,4.9
117.0,6.3,3.7,4.1,2.4,3.8,5.4,4.5,4.7,3.2,3.3,5.4,4.5,4.9,4.0,5.0,2.2,3.2,4.0,4.1,5.3,3.9,3.2,7.4,3.1,4.4,4.0,5.3,3.0,4.0,5.3
118.0,5.9,2.9,3.8,2.7,3.9,5.5,4.3,4.7,3.3,3.1,5.3,4.3,4.6,4.0,5.1,2.5,3.1,4.3,4.3,4.8,3.1,3.3,6.3,3.4,4.2,4.1,5.3,3.2,4.2,4.7
119.0,5.5,2.9,4.2,3.1,3.3,5.5,4.1,4.4,3.5,3.6,5.2,4.1,4.5,3.8,5.1,2.4,3.4,4.8,4.2,4.7,3.1,4.0,6.2,3.1,4.3,3.3,5.4,3.3,4.1,4.5
120.0,5.3,3.0,4.5,2.9,3.5,5.4,4.4,4.4,3.7,3.3,5.4,4.3,4.9,3.7,4.6,2.5,3.4,4.7,4.2,4.8,3.2,3.9,5.9,3.1,4.6,3.0,5.4,3.2,4.3,4.7
121.0,5.0,3.3,4.9,3.1,3.7,5.5,4.1,4.6,3.4,3.6,5.5,4.1,4.9,3.7,4.5,2.5,3.3,4.8,4.4,4.3,3.3,3.9,5.7,3.1,4.7,2.9,5.8,3.4,4.7,4.1
